date,source,title,score
2023-10-08,unknown,Zelensky compares assault by Hamas on Israel to Moscow’s invasion of Ukraine,
2023-10-08,msnbc,GOP’s anti-Ukraine foreign aid charade has been completely exposed,
2023-10-08,unknown,Army to Congress: Do your job so we can help Israel and Ukraine,
2023-10-08,unknown,"Army Chief Says Congress Must Act to Ensure Arms Supply to Israel, Ukraine - The Wall Street Journal",
2023-10-08,unknown,Pentagon: US aid to Israel and Ukraine depends on Congressional action,
2023-10-08,unknown,US Army Secretary urges congressional approval for additional military aid to Ukraine and Israel,
2023-10-08,unknown,Commentary: Hamas takes cue from Ukraine war with armed drones in Israel attack,
2023-10-08,breitbart-news,Biden Administration Sending Weapons to Israel After Dipping into Its Military Stockpile for Ukraine,
2023-10-08,unknown,Zelensky falsely blames Russia for Israel being attacked because nobody is paying attention to him now,
2023-10-08,unknown,Ukrainian villagers weep as they bury victims of Hroza missile strike,
2023-10-08,unknown,Ukraine latest: Zelenskyy says in Russia's interest to stoke Middle East war,
2023-10-08,unknown,"Music that pays tribute to those who are struggling in Ukraine, from a Māori music star",
2023-10-09,unknown,Ukraine's Zelenskiy: don't let Russia make Black Sea a 'dead zone',
2023-10-09,unknown,"White House Mulls Putting Israel, Ukraine Aid Into A Single Package To 'Jam' Conservative Holdouts",
2023-10-09,unknown,'War Is Good For Business': War Profiteers Profits Soar,
2023-10-09,unknown,UEFA Abandons Plan to Allow Russian Youth Team in European Competitions,
2023-10-09,unknown,Press release: Major new package of support for Ukraine's counter-offensive announced by Grant Shapps,
2023-10-09,unknown,Israel-Gaza War Risks 'Distracting' From Ukraine: Zelensky,
2023-10-09,unknown,Russia is denied a seat on the UN Human Rights Council,
2023-10-09,politico,Why a joint Israel-Ukraine aid plan would struggle in Congress,
2023-10-09,unknown,"Tanks and their big guns get all the attention, but Russia's smaller cannons are wreaking havoc against Ukrainian troops",
2023-10-09,unknown,A Russian Drone Just Knocked Out A Ukrainian Attack Jet On The Ground At Its Base,
2023-10-09,business-insider,"Tanks and their big guns get all the attention, but Russia's smaller cannons are wreaking havoc against Ukrainian troops",
2023-10-09,unknown,Explainer-Will US military aid to Israel jeopardize Biden's help to Ukraine?,
2023-10-09,unknown,Bulgaria shuts down criminal ring supplying military goods to Russia,
2023-10-09,unknown,Japan Innovation Party expels lawmaker Suzuki over Russia trip,
2023-10-09,unknown,Russia defeated in its bid to regain a seat on U.N.'s top human rights body,
2023-10-09,unknown,Russian forces close in on east Ukraine's Avdiivka,
2023-10-09,unknown,Ukraine’s Ex-Swedish Strv 122 Tanks Fire Better Armor-Penetrating Rounds,
2023-10-09,unknown,Zelensky Accuses Russia Of Supporting Hamas Attack In Israel,
2023-10-10,unknown,Israel-Hamas conflict offers boon to Russia in Ukraine,
2023-10-10,unknown,"North Korea's Kim shares letters with Russia's Putin, wishes victory over 'imperialists'",
2023-10-10,unknown,Zelenskyy visits NATO headquarters in Brussels as leaders meet discuss Ukraine support,
2023-10-10,unknown,Russian Court Fines Rights Advocate for Criticizing War in Ukraine,
2023-10-10,unknown,Pentagon rolls out another $200 million Ukraine aid package,
2023-10-10,unknown,Russian forces launch big push on key eastern Ukraine city,
2023-10-10,unknown,Russian failures in Ukraine are forcing Moscow to give up on one of the biggest Putin-era military reforms,
2023-10-10,business-insider,Russian failures in Ukraine are forcing Moscow to give up on one of the biggest Putin-era military reforms,
2023-10-10,unknown,The Russian Army Reportedly Lost 34 Tanks Trying To Cut Off The Ukrainian Garrison In Avdiivka,
2023-10-10,unknown,Ramstein group pledges further military aid for Ukraine,
2023-10-10,unknown,Pro-Ukraine alliance pledges more military aid,
2023-10-10,unknown,Zelenskyy seeks defences for winter on visit to NATO,
2023-10-10,unknown,"Zelensky Begs for More Weapons, Scrambles to Keep International Aid From Drying up as His Military Prospects Are Worsening by the Day",
2023-10-10,rt,Western political system doesn’t bring smart people to the top – Putin,
2023-10-10,unknown,Ukraine's Zelenskyy joins meeting of global defense leaders to make direct plea for military aid,
2023-10-10,unknown,Ukraine tells NATO: Forget me not,
2023-10-10,unknown,Ukraine needs US$42 billion budget support this year and next: PM Shmyhal,
2023-10-10,rt,Pentagon promises to help Ukraine build its air force,
2023-10-10,unknown,Ukraine Identifies Men It Says Called in Deadly Missile Strike,
2023-10-10,unknown,"Zelensky, at NATO headquarters, denounces Putin and Hamas as terrorists",
2023-10-10,unknown,Janet Yellen says she supports using proceeds from frozen Russian assets to fund more aid for Ukraine,
2023-10-10,unknown,Adam Kinzinger: ‘Best Option for Ukraine’ in Speaker Election Is Scalise,
2023-10-10,unknown,Russian authorities fine a human rights advocate for criticizing the war in Ukraine,
2023-10-11,rt,Bloomberg ditches Ukrainian flag for Israeli,
2023-10-11,unknown,"Ukraine's 'free-spirited use' of anti-tank missiles is wrecking Russian armor, but it doesn't mean the tank's days are over",
2023-10-11,unknown,The False Choice Between Ukraine and Israel,
2023-10-11,unknown,IOC suspends Russian Olympic Committee for incorporating sports councils in Ukrainian regions,
2023-10-11,unknown,"Kirby Bluntly Says Ukraine Aid ""Near End Of The Rope"" & Won't Be ""Indefinite""",
2023-10-11,unknown,We're coming to the end of our rope on Ukraine funding,
2023-10-11,business-insider,"Ukraine's 'free-spirited use' of anti-tank missiles is wrecking Russian armor, but it doesn't mean the tank's days are over",
2023-10-11,fox-news,Fox News Poll: Half say US support for Ukraine should have time limit,
2023-10-11,unknown,Video Captures Russian Soldiers' 'Confusion' As They Shoot at Each Other: Report,
2023-10-11,unknown,French police are probing possible poisoning of Russian journalist who denounced Ukraine war,
2023-10-11,rt,IOC suspends Russian Olympic committee,
2023-10-11,unknown,French police probing possible poisoning of Russian journalist who denounced Ukraine war on TV,
2023-10-11,unknown,Finnish intelligence says Russia views Finland as a hostile nation due to its NATO membership,
2023-10-11,unknown,NATO member Romania finds more drone fragments on its soil after Russia again hits southern Ukraine,
2023-10-11,unknown,‘FrankenSAM’: US Scrambles To Send Improvised Air Defense System To Ukraine Amid Funding Uncertainty,
2023-10-11,fox-news,IOC hits Russian Olympic Committee with indefinite suspension after absorbing Ukrainian sports councils,
2023-10-11,unknown,Post: Kiev blames the West for the failure of the Ukrainian Armed Forces offensive,
2023-10-11,unknown,IOC suspends Russian Olympic Committee for incorporating Ukrainian sports regions,
2023-10-11,unknown,US imposes first sanctions for violations of Russian oil price cap,
2023-10-11,unknown,US imposes first sanctions under Russian price cap on tanker owners,
2023-10-12,unknown,A bloodcurdling visit to Israel's south after the Hamas attack evokes ISIS and Ukraine,
2023-10-12,unknown,White House Accuses N.Korea of Shipping Weapons to Russia,
2023-10-12,unknown,Thousands at Fatima Shrine pray for peace in the Holy Land and Ukraine,
2023-10-12,unknown,US Republican speaker nominee Jordan known as Ukraine aid skeptic,
2023-10-12,unknown,"Russian train blown up by Ukrainian partisans, cutting supplies from Crimea",
2023-10-12,newsweek,"Russian Train Blown Up by Ukrainian Partisans, Cutting Supplies From Crimea",
2023-10-12,unknown,The Russian Army Dragged Old Experimental BTR-90 Vehicles From A Test Site,
2023-10-12,unknown,Russian Authorities Detain Lawyers for Navalny; Pressure Mounts on Political Prisoners,
2023-10-12,unknown,Social media platforms haven't learned their lessons since the last war,
2023-10-12,unknown,"Zelenskyy, Dutch PM Agree, in Odesa, to Boost Air Defense",
2023-10-12,unknown,"U.S. says North Korea delivered 1,000 containers of equipment and munitions to Russia for Ukraine war",
2023-10-12,unknown,The Russian Army Dragged Old Experimental BTR-90 Vehicles From A Test Site—And Sent Them To Ukraine,
2023-10-12,rt,Putin comments on Ukrainian weapons in Hamas hands,
2023-10-12,unknown,"Speakers Tell Security Council Increased Weapons Flow to Ukraine Exacerbating Insecurity, Yet Several Delegates Defend Kyiv’s Right to Self-Defence",
2023-10-12,unknown,Russia pummels east Ukrainian town of Avdiivka in heavy fighting,
2023-10-12,unknown,"Russia is bringing back its bloody 'human wave' tactics, throwing poorly trained troops into a massive new assault in eastern Ukraine, White House says",
2023-10-12,unknown,Bitter Electoral Contest in Poland Reflects Stresses of War on Its Doorstep,
2023-10-13,unknown,Russians Pound Key Ukrainian City as Battles Intensify in Northeast Ukraine,
2023-10-13,unknown,"""Tiredness"" In Donor Countries Growing As War Drags On: Ukraine Minister",
2023-10-13,unknown,Ukraine reports nonstop Russian assaults on key eastern city as fierce fighting continues,
2023-10-13,unknown,Ukraine finance minister says donor 'tiredness' growing as war drags on,
2023-10-13,rt,Russia intercepts 12 Ukrainian drones over border region – governor,
2023-10-13,newsweek,List of Countries Putin Can Visit Without Fear Just Got Smaller,
2023-10-13,unknown,No letup in Russian strikes on Ukrainian town of Avdiivka,
2023-10-13,unknown,Ukraine finance minister says donor 'tiredness' growing as war drags on (Reuters),
2023-10-13,unknown,Ukraine reports nonstop assaults by Russia on a key eastern city,
2023-10-13,unknown,"French prize for war reporters' work in Myanmar, Mideast, Ukraine, Haiti",
2023-10-13,unknown,"North Korea has sent '1,000 containers of weapons' to Russia for war in Ukraine, White House says",
2023-10-13,unknown,Fierce fighting persists in Ukraine’s east as Kyiv reports nonstop assaults by Russia on a key city,
2023-10-13,unknown,American money paying ALL Ukrainian first responder salaries,
2023-10-13,unknown,"New Russian strikes on Ukrainian town of Avdiivka, top general says fighting further north has worsened - Reuters",
2023-10-13,unknown,"Ukraine Wins Important Pledges Of Support As It Prepares For Winter Battles, Zelenskiy Says",
2023-10-13,unknown,Europeans Too ‘Tapped Out’ Pumping Up Ukraine Militarily to Help Israel Much,
2023-10-13,rt,Ukraine asked Blinken to get McDonald’s back – FM,
2023-10-13,unknown,Ukraine Finance Minister Says Donor 'Tiredness' Growing as War Drags On,
2023-10-13,unknown,Ukraine Battle in East Heats Up Amid Russian Barrage,
2023-10-13,unknown,"Yellen, UK's Hunt discussed 'joint actions to deny Russia revenue' -US Treasury Dept",
2023-10-13,unknown,'He Considers Himself A Hero': Russian Town Uneasy After Ex-Con's Return From Ukraine War,
2023-10-13,time,Fighting Persists in Ukrainian City of Avdiivka For a Fifth Consecutive Day,
2023-10-13,unknown,Ukraine feels the strain amid 'very heated' fighting in Avdiivka as Russia presses on with new Donbas offensive,
2023-10-13,unknown,Middlebury College Won’t Condemn Hamas but Condemned Russia for Invading Ukraine,
2023-10-13,the-times-of-india,Online deceits and AI are making the truth a casualty of war,
2023-10-13,rt,Ukraine is at ‘dead end’ – former Zelensky aide,
2023-10-13,unknown,Has support for Ukraine peaked? Some fear so.,
2023-10-13,breitbart-news,Ukraine Reports Heavy Assault from Russian Forces in Donetsk Region,
2023-10-13,the-washington-post,"U.S. seeks to lead on Israel, Ukraine. House Republicans still mired in chaos.",
2023-10-13,unknown,Intense fighting continues in east Ukraine as Russia targets key city,
2023-10-13,unknown,Has Support for Ukraine Peaked?,
2023-10-14,unknown,"Biden to Push for Ukraine, Israel Military Aid",
2023-10-14,cbs-news,"Biden supports more aid to Ukraine, Israel",
2023-10-14,unknown,Commentary: Xi and Putin's no-limits partnership is becoming a one-sided affair,
2023-10-14,unknown,Why Ukraine's birth rate drop amid Russian war is concerning,
2023-10-14,rt,Secret KGB documents reveal horror crimes of Ukrainian Nazi collaborators,
2023-10-14,unknown,No letup in Russian strikes on Ukrainian town of Avdiivka,
2023-10-14,unknown,"U.S. intends to keep supporting Ukraine against Russia, says defense secretary",
2023-10-14,unknown,6 killed in Russian attacks on Ukraine as Kyiv continues drone counterstrikes,
2023-10-14,unknown,Jake Tapper Likens Israel's Gaza Blockade to Russia-Ukraine,
2023-10-14,unknown,Jake Tapper Draws Russia-Ukraine Parallels as Israel Blockade of Gaza Continues: ‘Civilians Are Civilians!’ (Video),
2023-10-14,unknown,Supplemental funding request for aid to Israel and Ukraine could come this week (NBC News),
2023-10-14,unknown,6 killed in Russian attacks on Ukraine,
2023-10-14,unknown,Ukrainian Soldiers Learn First Aid Near Front Line,
2023-10-14,unknown,Republican chaos hampers US effort to send more aid to Israel and Ukraine,
2023-10-14,unknown,Associated Press: Russian governor reported to police after saying there’s ‘no need’ for war in Ukraine,
2023-10-14,the-irish-times,White House says North Korea supplying Moscow with arms for Ukraine war,
2023-10-14,unknown,Supplemental funding request for aid to Israel and Ukraine could come this week,
2023-10-14,unknown,Donor fatigue has come for Ukraine,
2023-10-14,unknown,6 people killed across Ukraine as Russia intensifies attacks in the east,
2023-10-14,nbc-news,Supplemental funding request for aid to Israel and Ukraine could come this week,
2023-10-15,the-times-of-india,"Russia aims to pierce Ukraine defences in northeast, general says",
2023-10-15,unknown,Putin leans on mercenary recruits to avoid political fallout: UK,
2023-10-15,newsweek,Putin Leans on Mercenary Recruits to Avoid Political Fallout: UK,
2023-10-15,unknown,"Families of Russian troops urge Putin in new video: ""Bring our men back""",
